id	url	observed_kind	run_rc	records	reason
us-sdwis-violation	https://data.epa.gov/efservice/violation/pwsid/010106001/rows/0:2/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-sdwis-enforcement-action	https://data.epa.gov/efservice/enforcement_action/pwsid/010106001/rows/0:2/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-sdwis-lcr-sample	https://data.epa.gov/efservice/lcr_sample/pwsid/010106001/rows/0:1/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-sdwis-lcr-sample-result	https://data.epa.gov/efservice/lcr_sample_result/rows/0:0/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-sdwis-treatment	https://data.epa.gov/efservice/treatment/pwsid/010106001/rows/0:2/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-sdwis-geographic-area	https://data.epa.gov/efservice/geographic_area/pwsid/010106001/rows/0:1/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-sdwis-service-area	https://data.epa.gov/efservice/service_area/pwsid/010106001/rows/0:1/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-epa-envirofacts-pcs-inspection	https://data.epa.gov/efservice/pcs_inspection/npdes/AK0000272/rows/0:3/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-epa-envirofacts-pcs-enfor-action	https://data.epa.gov/efservice/pcs_enfor_action/npdes/AK0000272/rows/0:3/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-epa-envirofacts-br-gm-waste-code	https://data.epa.gov/efservice/br_gm_waste_code/handler_id/AK0000000430/rows/0:2/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-epa-envirofacts-ghg-sector-emission	https://data.epa.gov/efservice/pub_facts_sector_ghg_emission/rows/0:0/JSON	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-openfda-drug-event-by-safetyreportid	https://api.fda.gov/drug/event.json?search=safetyreportid:%2225533343%22&limit=1	json:results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-openfda-drug-event-reaction-facet	https://api.fda.gov/drug/event.json?search=patient.drug.openfda.brand_name:%22ZOLOFT%22&count=patient.reaction.reactionmeddrapt.exact	json:results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-openfda-device-event-by-brand	https://api.fda.gov/device/event.json?search=device.brand_name:%22PACEMAKER%22&limit=1	json:results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-openfda-device-recall-by-event	https://api.fda.gov/device/recall.json?search=res_event_number:%2227549%22&limit=5	json:results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-openfda-food-event-by-industry	https://api.fda.gov/food/event.json?search=products.industry_name:%22Vit%2FMin%2FProt%2FUnconv+Diet%28Human%2FAnimal%29%22&limit=1	json:results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-openfda-device-reglisting-by-registration	https://api.fda.gov/device/registrationlisting.json?search=registration.registration_number:%223013298431%22&limit=1	json:results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-openfda-tobacco-problem-by-date	https://api.fda.gov/tobacco/problem.json?search=date_submitted:[20200101+TO+20261231]&limit=1	json:results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-nhtsa-complaint-makes	https://api.nhtsa.gov/products/vehicle/makes?issueType=c&modelYear=2024	json:results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-nhtsa-complaint-models	https://api.nhtsa.gov/products/vehicle/models?modelYear=2024&make=honda&issueType=c	json:results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-nhtsa-safetyratings-model	https://api.nhtsa.gov/SafetyRatings/modelyear/2020/make/honda/model/accord	json:Results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-nhtsa-safetyratings-detail	https://api.nhtsa.gov/SafetyRatings/VehicleId/14818	json:Results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-nursing-home-health-deficiencies	https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-nursing-home-penalties	https://data.cms.gov/provider-data/api/1/datastore/query/g6vv-u9sr/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-nursing-home-ownership	https://data.cms.gov/provider-data/api/1/datastore/query/y2hd-n93e/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-nursing-home-fire-safety-deficiencies	https://data.cms.gov/provider-data/api/1/datastore/query/ifjz-ge4w/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-nursing-home-survey-summary	https://data.cms.gov/provider-data/api/1/datastore/query/tbry-pc2d/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-nursing-home-provider-information	https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hospital-general-information	https://data.cms.gov/provider-data/api/1/datastore/query/xubh-q36u/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hospital-hai	https://data.cms.gov/provider-data/api/1/datastore/query/77hc-ibv8/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hospital-complications-deaths	https://data.cms.gov/provider-data/api/1/datastore/query/ynj2-r877/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hospice-provider-data	https://data.cms.gov/provider-data/api/1/datastore/query/252m-zfp9/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-dialysis-facility-listing	https://data.cms.gov/provider-data/api/1/datastore/query/23ew-n7w9/0?limit=2	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-provider-enrollment-stats	https://data.cms.gov/data-api/v1/dataset/2457ea29-fc82-48b0-86ec-3b0755de7515/data/stats	json-object	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hospital-chow	https://data.cms.gov/data-api/v1/dataset/c04031db-54ce-461c-85d1-d2613d71f167/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hospital-chow-owners	https://data.cms.gov/data-api/v1/dataset/60625dc8-b621-45f0-9423-077fd133b13e/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-snf-chow	https://data.cms.gov/data-api/v1/dataset/f557a6ed-95b3-4a22-8433-4175db2dec1c/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-snf-chow-owners	https://data.cms.gov/data-api/v1/dataset/a4358712-e910-4eaf-8f24-5e90ba3cf8d0/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hospital-enrollments	https://data.cms.gov/data-api/v1/dataset/f6f6505c-e8b0-4d57-b258-e2b94133aaf2/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-snf-enrollments	https://data.cms.gov/data-api/v1/dataset/5f2c306f-3b1c-42cd-b037-187b2ce22126/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hha-enrollments	https://data.cms.gov/data-api/v1/dataset/15f64ab4-3172-4a27-b589-ebd67a6d28aa/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hha-all-owners	https://data.cms.gov/data-api/v1/dataset/fc009b2d-7846-44b1-b4a1-692f0c143879/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hospice-enrollments	https://data.cms.gov/data-api/v1/dataset/25704213-e833-4b8b-9dbc-58dd17149209/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-hospice-all-owners	https://data.cms.gov/data-api/v1/dataset/e983965e-1603-4cb8-82b5-c40090e380d1/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-rhc-enrollments	https://data.cms.gov/data-api/v1/dataset/3b7e7659-067e-41ea-8e36-f9ee2036e1f6/data?size=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-open-payments-general-2025	https://openpaymentsdata.cms.gov/api/1/datastore/query/a25e7a31-503f-5a02-b0fc-b8c52275d1d8?limit=1	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-open-payments-ownership-2025	https://openpaymentsdata.cms.gov/api/1/datastore/query/1cd76de2-bebf-50a9-b4b3-8841fa179558?limit=1	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-open-payments-research-2025	https://openpaymentsdata.cms.gov/api/1/datastore/query/19628007-c35b-54f7-8f50-21eefc1b6db2?limit=1	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-open-payments-recipient-profile	https://openpaymentsdata.cms.gov/api/1/datastore/query/004e1f11-aa67-5b16-943d-1fe1044b3512?limit=1	json:query.properties	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cms-open-payments-schema	https://openpaymentsdata.cms.gov/api/1/datastore/imports/004e1f11-aa67-5b16-943d-1fe1044b3512	json:indexes.idx19	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-fmcsa-sms-crash-input	https://data.transportation.gov/resource/4wxs-vbns.json?$limit=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-fmcsa-revocation-history	https://data.transportation.gov/resource/sa6p-acbp.json?$limit=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-fmcsa-motus-revoke-suspend	https://data.transportation.gov/resource/wb4f-neki.json?$limit=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-fmcsa-motus-authority-history	https://data.transportation.gov/resource/yu5v-wbh6.json?$limit=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-fmcsa-authority-history-legacy	https://data.transportation.gov/resource/9mw4-x3tu.json?$limit=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-fmcsa-insurance-current	https://data.transportation.gov/resource/ypjt-5ydn.json?$limit=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-fmcsa-insurance-history	https://data.transportation.gov/resource/6sqe-dvqs.json?$limit=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-fmcsa-insurance-rejected	https://data.transportation.gov/resource/96tg-4mhf.json?$limit=2	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-courtlistener-fd-agreements	https://www.courtlistener.com/api/rest/v4/agreements/?page_size=2	json:results	-1	0	collector errored
us-oyez-case-advocate	https://api.oyez.org/case_advocate/case_advocate/23302	json-object	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-oyez-case-decision	https://api.oyez.org/case_decision/case_decision/17216	json:votes	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-oyez-oral-argument-audio	https://api.oyez.org/case_media/oral_argument_audio/25450	json:transcript.sections	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-ustaxcourt-document-url	https://public-api.dawson.ustaxcourt.gov/public-api/11835-24/f4a11b7f-6bd0-4969-97ca-f0bdbe4ee880/public-document-download-url	json-object	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-cap-case-json	https://static.case.law/a2d/100/cases/0036-01.json	json:cites_to	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-govtrack-vote-voter	https://www.govtrack.us/api/v2/vote_voter?vote=1&limit=2	json:objects	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-govtrack-committee-member	https://www.govtrack.us/api/v2/committee_member?limit=2	json:objects	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-govinfo-link-bills-xml	https://www.govinfo.gov/link/bills/119/hr/1?link-type=xml	rss	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-govinfo-wssearch-uscourts	https://www.govinfo.gov/wssearch/rb/uscourts/?fetchChildrenOnly=1	json:childNodes	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-ecfr-search	https://www.ecfr.gov/api/search/v1/results?query=asbestos&per_page=5	json:results	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-ecfr-search-counts-hierarchy	https://www.ecfr.gov/api/search/v1/counts/hierarchy?query=asbestos	json:children	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-ecfr-search-counts-daily	https://www.ecfr.gov/api/search/v1/counts/daily?query=pipeline	json-object	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-federalregister-facets-daily	https://www.federalregister.gov/api/v1/documents/facets/daily?conditions%5Bterm%5D=lawsuit	json-object	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-congress-legislators-current	https://unitedstates.github.io/congress-legislators/legislators-current.json	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-congress-legislators-social	https://unitedstates.github.io/congress-legislators/legislators-social-media.json	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-congress-legislators-district-offices	https://unitedstates.github.io/congress-legislators/legislators-district-offices.json	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
us-congress-legislators-executive	https://unitedstates.github.io/congress-legislators/executive.json	json-array	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
no-brreg-regnskapsregisteret	https://data.brreg.no/regnskapsregisteret/regnskap/923609016	rss	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
no-brreg-oppdateringer-enheter	https://data.brreg.no/enhetsregisteret/api/oppdateringer/enheter?dato=2026-08-01T00:00:00.000Z&size=20	json:_embedded.oppdaterteEnheter	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
no-brreg-rolletyper	https://data.brreg.no/enhetsregisteret/api/roller/rolletyper	json:_embedded.rolletyper	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
no-brreg-organisasjonsformer	https://data.brreg.no/enhetsregisteret/api/organisasjonsformer	json:_embedded.organisasjonsformer	0	0	fetched and parsed, but the generic parser produced no intel row (usually: the auto-detected array path points at metadata, or the records carry neither a label nor an id)
