id	verdict	shell_rc	sched_rc	emitted	stored	db_rows	available	secs	note
JPKEIZAI_TSUKUBA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_UMEDA	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_UNNAN	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_URAWA	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_URAYASU	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_UTSUNOMIYA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_WAKAYAMA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_YAKUSHIMA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_YAMAGUCHI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_YAMBARU	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_YOKOSUKA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_YOKOTE	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_ZUSHI_HAYAMA	OK	0	0	10	10	10	10	1.9	
JPMEDIA_HOKKAIDO_SHIMBUN	OK	0	0	53	53	53	53	2.5	
JPMEDIA_SANYO_SHIMBUN	OK	0	0	10	10	10	10	2.0	
JPMEDIA_KAHOKU_SHIMPO	OK	0	0	679	679	679	679	3.7	
JPMEDIA_TBC_TOHOKU	OK	0	0	10	10	10	10	3.0	
JPMEDIA_RESPONSE_AUTO	OK	0	0	50	50	50	50	2.9	
JPMEDIA_QAB_OKINAWA	OK	0	0	10	10	10	10	3.9	
JPMEDIA_CNET_JAPAN	OK	0	0	30	30	30	30	2.7	
JPMEDIA_ZDNET_JAPAN	OK	0	0	30	30	30	30	3.2	
JPMEDIA_TRAVELVOICE	OK	0	0	10	10	10	10	1.2	
JPMEDIA_TRAICY	OK	0	0	30	30	30	30	2.7	
JPMEDIA_LOGMI	OK	0	0	20	20	20	20	1.3	
JPMEDIA_RYUTSUU_NEWS	OK	0	0	50	50	50	50	2.6	
JPMEDIA_SHOGAKUKAN	OK	0	0	20	20	20	20	2.9	
JPMEDIA_DENKI_SHIMBUN	OK	0	0	100	100	100	100	5.4	
JPMEDIA_GENTOSHA	OK	0	0	15	15	15	15	2.3	
JPMUNI_AKO_UPDATE	OK	0	0	0	50	50	50	3.3	
JPMEDIA_SHUEISHA	OK	0	0	387	387	387	387	5.6	
JPMUNI_GUJO_UPDATE_2	OK	0	0	0	50	50	50	3.5	
JPMUNI_IZUNOKUNI_UPDATE_2	OK	0	0	0	44	44	44	3.8	
JPMUNI_MINOH_UPDATE_2	OK	0	0	0	30	30	30	2.8	
JPMUNI_ASHIYA_UPDATE_2	OK	0	0	0	20	20	20	2.7	
JPMUNI_OITA_EVENT	OK	0	0	0	21	21	21	4.6	
JPMUNI_KUDAMATSU_HIGHLIGHTED	OK	0	0	0	20	20	20	2.6	
JPMUNI_KIKUGAWA_UPDATE_2	OK	0	0	0	10	10	10	3.9	
JPMUNI_CHICHIBU_UPDATE_2	OK	0	0	0	15	15	15	2.5	
JPMUNI_YONAGO_UPDATE_2	OK	0	0	0	15	15	15	2.6	
JPMUNI_MIZUHO_UPDATE_2	OK	0	0	0	15	15	15	2.6	
JPMUNI_KURAYOSHI_UPDATE_2	OK	0	0	0	15	15	15	3.7	
JPMUNI_TOYOAKE_UPDATE_2	OK	0	0	0	15	15	15	2.3	
JPMUNI_KOKA_UPDATE_2	OK	0	0	0	15	15	15	2.8	
JPMUNI_KANI_UPDATE_2	OK	0	0	0	15	15	15	2.7	
JPMUNI_AMAMI_HIGHLIGHTED	OK	0	0	0	13	13	13	1.3	
JPMUNI_OKINAWA_UPDATE	OK	0	0	0	10	10	10	4.2	
JPMUNI_TORIDE_UPDATE_2	OK	0	0	0	10	10	10	4.7	
JPMUNI_OMURA_HIGHLIGHTED	OK	0	0	0	10	10	10	1.9	
JPMUNI_KAMAISHI_UPDATE	OK	0	0	0	10	10	10	2.5	
JPMUNI_KYOTANABE_UPDATE	OK	0	0	0	10	10	10	2.5	
JPMUNI_AISAI_UPDATE	OK	0	0	0	10	10	10	2.2	
JPMUNI_ANJO_EVENT	OK	0	0	0	10	10	10	2.2	
JPMUNI_HASUDA_UPDATE	OK	0	0	0	10	10	10	2.6	
JPMUNI_KIRISHIMA_UPDATE	OK	0	0	0	10	10	10	2.1	
JPMUNI_TAMANA_UPDATE	OK	0	0	0	10	10	10	1.8	
JPMUNI_KAGOSHIMA_HIGHLIGHTED	OK	0	0	0	10	10	10	2.1	
JPMUNI_ICHIKIKUSHIKINO_UPDATE	OK	0	0	0	10	10	10	2.1	
JPMUNI_SAKAI_UPDATE	OK	0	0	0	10	10	10	3.2	
JPMUNI_ASO_UPDATE	OK	0	0	0	10	10	10	3.3	
JPMUNI_FUJI_UPDATE	OK	0	0	0	10	10	10	1.5	
JPMUNI_FUJINOMIYA_UPDATE	OK	0	0	0	10	10	10	2.0	
JPMEDIA_RYUKYU_SHIMPO	OK	0	0	1000	1001	1001	1000	66.8	
JPMUNI_CHIBA_UPDATE	OK	0	0	0	10	10	10	2.2	
JPMUNI_URUMA_UPDATE	OK	0	0	0	10	10	10	2.7	
JPMUNI_KUWANA_UPDATE	OK	0	0	0	10	10	10	4.1	
JPMUNI_YOKOSUKA_UPDATE	OK	0	0	0	10	10	10	3.4	
JPMUNI_BUZEN_UPDATE	OK	0	0	0	10	10	10	2.8	
JPMUNI_FUJISAWA_UPDATE	OK	0	0	0	10	10	10	4.1	
JPMUNI_SAITO_UPDATE	OK	0	0	0	10	10	10	3.4	
JPMUNI_MYOKO_UPDATE	OK	0	0	0	9	9	9	2.0	
JPMUNI_OMITAMA_UPDATE	OK	0	0	0	10	10	10	3.8	
JPMUNI_MINAMIUONUMA_UPDATE	OK	0	0	0	9	9	9	2.2	
JPMUNI_SAKAIMINATO_UPDATE	OK	0	0	0	9	9	9	3.4	
JPMUNI_TAINAI_RECRUITMENT	OK	0	0	0	6	6	6	2.4	
JPMUNI_HIOKI_UPDATE	OK	0	0	0	5	5	5	2.1	
JPMUNI_KASHIWA_EMERGENCY	OK	0	0	0	3	3	3	2.1	
JPMUNI_AKO_RECRUITMENT	OK	0	0	0	50	50	50	2.8	
JPMUNI_KIKUGAWA_UPDATE_3	OK	0	0	0	10	10	10	3.9	
JPMUNI_KIKUGAWA_UPDATE_4	OK	0	0	0	20	20	20	3.6	
JPMUNI_KIKUGAWA_UPDATE_5	OK	0	0	0	20	20	20	2.1	
JPMUNI_YONAGO_UPDATE_3	OK	0	0	0	15	15	15	2.4	
JPMUNI_YONAGO_UPDATE_4	OK	0	0	0	15	15	15	2.7	
JPMUNI_KURAYOSHI_UPDATE_3	OK	0	0	0	15	15	15	3.3	
JPMUNI_TOYOAKE_UPDATE_3	OK	0	0	0	15	15	15	1.6	
JPMUNI_KURAYOSHI_UPDATE_4	OK	0	0	0	15	15	15	2.6	
JPMUNI_KOKA_UPDATE_3	OK	0	0	0	15	15	15	2.9	
JPMUNI_KANI_UPDATE_3	OK	0	0	0	15	15	15	2.3	
JPMUNI_KIRISHIMA_RECRUITMENT	OK	0	0	0	10	10	10	2.0	
JPMUNI_TAMANA_UPDATE_2	OK	0	0	0	10	10	10	1.9	
JPMUNI_KAGOSHIMA_UPDATE	OK	0	0	0	10	10	10	2.2	
JPMUNI_KAGOSHIMA_RECRUITMENT	OK	0	0	0	10	10	10	1.8	
JPMUNI_KAGOSHIMA_UPDATE_2	OK	0	0	0	10	10	10	1.6	
JPMUNI_KAGOSHIMA_HIGHLIGHTED_2	OK	0	0	0	10	10	10	1.6	
JPMUNI_ICHIKIKUSHIKINO_RECRUITMENT	OK	0	0	0	10	10	10	2.2	
JPMUNI_CHIBA_UPDATE_2	OK	0	0	0	10	10	10	2.1	
JPMUNI_SAKAI_UPDATE_2	OK	0	0	0	10	10	10	3.3	
JPMUNI_FUJISAWA_UPDATE_2	OK	0	0	0	10	10	10	2.3	
JPMUNI_HASUDA_HIGHLIGHTED	OK	0	0	0	6	6	6	1.9	
JPMUNI_MINOH_UPDATE_3	OK	0	0	0	8	8	8	2.6	
JPMUNI_SAITO_UPDATE_2	OK	0	0	0	10	10	10	3.3	
JPMUNI_HIOKI_HIGHLIGHTED	OK	0	0	0	5	5	5	2.1	
JPMUNI_HIOKI_RECRUITMENT	OK	0	0	0	5	5	5	1.6	
JPMUNI_ICHIKIKUSHIKINO_EVENT	OK	0	0	0	10	10	10	1.5	
JPMUNI_YOKOSUKA_UPDATE_2	OK	0	0	0	3	3	3	3.5	
JPMUNI_KOKA_UPDATE_4	OK	0	0	0	2	2	2	2.7	
